,girl,age,education_head,sheep,duration_village,farmer,number_ppl_hh,f07_test_observed,treatment,clustercode,formal_school,distance_nearest_school,testscores
1,1,7,6,0,35,0,6,1,1,5,1,4.0972052,0.185185192
2,1,9,6,0,35,0,6,1,1,5,1,4.0972052,0.592592603
3,1,11,0,10,35,0,3,1,1,5,1,4.169591,0.777777812
4,0,8,0,20,15,1,10,1,1,5,1,4.1835222,0.740740757
5,1,8,0,20,15,1,10,1,1,5,1,4.1835222,0.481481492
6,1,7,0,20,15,1,10,1,1,5,1,4.1835222,0.37037038
7,0,8,5,20,50,1,9,1,1,5,1,4.0909238,0.777777812
8,0,7,5,20,50,1,9,1,1,5,1,4.0909238,0.740740757
9,1,6,5,20,50,1,9,1,1,5,1,4.0909238,0.296296303
10,1,8,2,0,20,0,7,1,1,5,1,4.2038269,0.851851865
11,1,7,2,0,20,0,7,1,1,5,1,4.2038269,0.740740757
12,0,10,2,0,20,0,7,1,1,5,1,4.2038269,0.962962973
13,1,8,0,30,50,1,7,1,1,5,1,4.1223254,0.481481492
14,0,6,0,30,50,1,7,1,1,5,1,4.1223254,0.222222222
15,1,8,0,5,20,1,7,1,1,5,1,4.2605782,0.777777812
16,0,7,0,5,20,1,7,1,1,5,1,4.2605782,0.555555573
17,1,10,10,8,4,0,9,1,1,5,1,4.1287899,0.777777812
18,0,10,10,8,4,0,9,1,1,5,1,4.1287899,1
19,0,11,10,8,4,0,9,1,1,5,1,4.1287899,1
20,0,8,10,8,4,0,9,1,1,5,1,4.1287899,0.851851865
21,0,7,4,26,11,1,12,1,1,5,1,4.1534429,0.777777812
22,1,8,5,20,1,0,7,1,1,5,1,4.2248521,0.111111111
23,0,7,0,10,20,1,9,1,1,5,1,4.1377563,0.962962973
24,1,7,0,20,45,1,5,1,1,5,1,4.2133126,0.14814816
25,0,6,0,0,1,1,5,1,1,5,1,4.2353115,0.37037038
26,1,8,0,0,15,1,7,1,1,5,1,2.1375613,0.407407416
27,0,9,0,0,15,1,7,1,1,5,1,2.1375613,0.703703703
28,0,7,3,10,20,0,7,1,1,5,1,1.4697633,0
29,1,9,3,10,20,0,7,1,1,5,1,1.4697633,0.555555573
30,1,10,5,10,40,0,9,1,1,5,1,1.4573156,0.88888892
31,1,11,5,10,40,0,9,1,1,5,1,1.4573156,0.592592603
32,0,7,5,10,40,0,9,1,1,5,1,1.4573156,0.925925974
33,0,6,5,10,40,0,9,1,1,5,1,1.4573156,0.111111111
34,0,10,2,10,50,1,5,1,1,5,1,2.1695487,0.629629652
35,1,10,2,7,25,1,8,1,1,5,1,1.5015851,0.259259271
36,0,11,2,7,25,1,8,1,1,5,1,1.5015851,0.740740757
37,0,7,2,7,25,1,8,1,1,5,1,1.5015851,0.14814816
38,1,7,0,15,40,0,5,1,1,5,1,1.4930503,0.333333343
39,1,9,0,15,40,0,5,1,1,5,1,1.4930503,0.925925974
40,1,8,10,0,30,0,8,1,1,5,1,2.128876,0.703703703
41,0,11,1,4,40,1,6,1,1,5,1,1.5293709,0.777777812
42,1,10,1,4,40,1,6,1,1,5,1,1.5293709,0.518518524
43,0,6,0,15,40,1,6,1,1,5,1,2.1693106,0.481481492
44,1,7,0,15,40,1,6,1,1,5,1,2.1693106,0.111111111
45,0,8,2,5,25,1,4,1,1,5,1,1.4930503,0.777777812
46,1,9,5,10,30,1,8,1,1,5,1,1.4930503,0.777777812
47,0,7,5,10,30,1,8,1,1,5,1,1.4930503,0.444444452
48,1,8,5,10,30,1,8,1,1,5,1,1.4930503,1
49,0,7,3,5,30,1,6,1,1,5,1,2.1649833,0.444444452
50,0,8,0,3,16,1,7,1,1,5,1,2.1928368,0.407407416
51,0,11,0,3,16,1,7,1,1,5,1,2.1928368,0.88888892
52,0,10,0,3,16,1,7,1,1,5,1,2.1928368,0.185185192
53,0,8,0,5,30,0,11,1,1,5,1,1.4921961,0.296296303
54,0,7,0,5,30,0,11,1,1,5,0,1.4921961,0
55,1,9,0,5,30,0,11,1,1,5,1,1.4921961,0.777777812
56,0,6,7,3,30,0,6,1,1,5,1,2.1278355,0.444444452
57,0,11,0,3,20,1,9,1,1,5,1,1.8040538,0.740740757
58,1,7,0,5,30,1,4,1,1,5,1,2.1832206,0.185185192
59,1,8,0,4,15,0,9,1,1,5,1,1.5064195,0
60,0,6,0,4,15,0,9,1,1,5,1,1.5064195,0
61,0,10,0,4,15,0,9,1,1,5,1,1.5064195,0.740740757
62,0,6,1,4,40,1,8,1,1,5,1,1.5044353,0.111111111
63,1,9,1,4,40,1,8,1,1,5,1,1.5044353,0.740740757
64,1,9,5,15,36,1,12,1,1,5,1,2.2614779,0.740740757
65,0,6,5,15,36,1,12,1,1,5,1,2.2614779,0.296296303
66,0,11,10,10,40,1,10,1,1,5,1,2.3234522,0.666666676
67,0,7,10,10,40,1,10,1,1,5,1,2.3234522,0.925925974
68,0,6,10,10,40,1,10,1,1,5,0,2.3234522,0
69,0,11,2,5,20,0,6,1,1,5,1,2.3247969,1
70,0,7,2,5,20,0,6,1,1,5,1,2.3247969,0.444444452
71,1,9,2,4,50,1,10,1,1,5,1,2.3467398,0.851851865
72,0,6,2,4,50,1,10,1,1,5,1,2.3467398,0.444444452
73,1,11,2,4,50,1,10,1,1,5,1,2.3467398,0.777777812
74,1,9,6,20,30,1,14,1,1,5,1,2.2700946,0.851851865
75,1,7,6,20,30,1,14,0,1,5,1,2.2700946,NA
76,0,6,6,20,30,1,14,0,1,5,1,2.2700946,NA
77,0,10,0,10,18,1,2,1,1,5,1,2.3582363,0.259259271
78,0,7,4,15,33,1,9,1,1,5,1,2.0828402,0.777777812
79,1,11,4,15,33,1,9,1,1,5,1,2.0828402,0.703703703
80,0,7,3,10,53,1,10,1,1,5,0,2.4516768,0.629629652
81,1,6,3,10,53,1,10,1,1,5,0,2.4516768,0.111111111
82,0,8,0,0,35,0,7,1,1,5,1,2.3348527,0.777777812
83,1,7,0,0,35,0,7,1,1,5,0,2.3348527,0.111111111
84,1,11,0,0,40,1,6,1,1,5,1,2.3348527,0.666666676
85,1,6,0,0,40,1,6,1,1,5,0,2.3348527,0.111111111
86,0,7,2,15,45,1,13,1,1,5,1,2.0597432,0.518518524
87,0,7,0,0,35,1,6,1,1,5,0,2.0608249,0
88,0,10,0,0,35,1,6,1,1,5,1,2.0608249,0.111111111
89,1,8,0,0,45,0,9,1,1,5,0,2.2888722,0.111111111
90,0,8,7,10,36,0,10,1,1,5,1,2.3151712,0.703703703
91,1,7,7,10,36,0,10,1,1,5,0,2.3151712,0.259259271
92,0,6,7,10,36,0,10,1,1,5,1,2.3151712,0.111111111
93,0,6,0,10,40,1,13,1,1,5,1,2.2796233,0.074074054
94,0,11,0,10,40,1,13,1,1,5,0,2.2796233,0.518518524
95,0,8,0,10,40,1,13,1,1,5,1,2.2796233,0.222222222
96,1,10,6,14,35,1,10,1,1,5,1,2.3151712,0.703703703
97,0,7,6,14,35,1,10,1,1,5,1,2.3151712,0.518518524
98,1,7,6,14,35,1,10,1,1,5,1,2.3151712,0.14814816
99,1,6,6,14,35,1,10,1,1,5,0,2.3151712,0.111111111
100,1,6,0,7,40,1,9,1,1,5,1,2.3348527,0.629629652
101,0,11,0,7,40,1,9,1,1,5,1,2.3348527,0.703703703
102,1,8,12,12,40,0,10,1,1,5,0,2.2890284,1
103,1,6,12,12,40,0,10,1,1,5,1,2.2890284,0.555555573
104,0,9,2,6,43,1,8,1,1,5,1,2.2351704,0.555555573
105,0,7,1,20,40,1,10,1,1,5,1,2.9679925,1
106,1,6,1,10,30,0,9,0,1,5,0,2.3041434,NA
107,0,11,1,10,30,0,9,0,1,5,1,2.3041434,NA
108,1,9,2,0,12,0,6,1,1,5,1,2.2438173,0.777777812
109,1,8,0,0,15,1,7,1,1,5,0,2.7431755,0.629629652
110,1,8,7,10,28,0,14,1,1,5,1,2.2098067,0.555555573
111,0,9,7,10,28,0,14,1,1,5,1,2.2098067,1
112,0,7,7,10,28,0,14,1,1,5,1,2.2098067,0.777777812
113,1,8,0,15,30,1,7,1,1,4,1,4.0451727,0.851851865
114,0,10,0,15,30,1,7,1,1,4,0,4.0451727,0.740740757
115,0,11,0,15,30,1,7,1,1,4,1,4.0451727,0.88888892
116,1,6,0,5,30,1,8,1,1,4,0,4.0899453,0.222222222
117,0,8,0,5,30,1,8,1,1,4,1,4.0899453,0.481481492
118,1,8,1,5,30,1,11,1,1,4,0,3.6148267,0.37037038
119,1,10,1,5,30,1,11,1,1,4,1,3.6148267,0.777777812
120,1,9,3,0,22,0,7,1,1,4,1,4.124331,0.333333343
121,1,7,3,0,22,0,7,1,1,4,1,4.124331,0.037037054
122,1,8,0,0,14,1,9,1,1,4,1,4.0726647,0.666666676
123,1,10,2,6,20,1,6,1,1,4,1,3.6218712,0.481481492
124,0,10,2,6,10,1,7,0,1,4,0,4.0947571,NA
125,0,7,2,6,10,1,7,1,1,4,0,4.0947571,0.074074054
126,0,8,0,5,40,1,8,1,1,4,1,4.0992446,0.481481492
127,0,11,0,5,40,1,8,1,1,4,1,4.0992446,0.703703703
128,1,6,0,20,30,0,8,1,1,4,1,4.105804,0.444444452
129,1,10,0,20,30,0,8,1,1,4,1,4.105804,0.703703703
130,0,7,0,0,40,1,5,1,1,4,1,4.0763035,0.666666676
131,0,10,2,10,10,1,7,1,1,4,1,4.0007005,0.925925974
132,0,7,2,10,10,1,7,1,1,4,0,4.0007005,0.111111111
133,0,7,2,25,30,1,4,1,1,4,0,4.2879062,0.333333343
134,0,11,14,20,20,0,14,1,1,4,1,4.0681572,0.962962973
135,0,10,14,20,20,0,14,1,1,4,0,4.0681572,0.814814838
136,0,7,14,20,20,0,14,1,1,4,0,4.0681572,0.111111111
137,1,8,14,20,20,0,14,1,1,4,1,4.0681572,0.37037038
138,1,10,14,20,20,0,14,1,1,4,1,4.0681572,0.481481492
139,0,10,0,2,12,0,8,1,1,4,1,4.1288066,0.925925974
140,0,8,0,2,12,0,8,1,1,4,1,4.1288066,0.88888892
141,1,7,0,2,12,0,8,1,1,4,1,4.1288066,0.444444452
142,0,7,6,6,10,1,5,0,1,4,0,4.2046304,NA
143,0,10,0,0,30,0,9,1,1,4,1,4.2109551,0.666666676
144,1,11,0,0,30,0,9,1,1,4,1,4.2109551,0.629629652
145,0,8,0,3,25,1,6,1,1,4,1,4.088068,0.37037038
146,1,6,0,0,30,1,10,1,1,4,1,4.0851188,0.37037038
147,1,7,0,0,30,1,10,1,1,4,1,4.0851188,0.481481492
148,0,11,0,10,20,1,11,1,1,4,1,4.1386743,0.740740757
149,1,9,0,10,20,1,11,1,1,4,1,4.1386743,0.444444452
150,1,7,3,10,50,1,12,1,1,4,1,4.0879726,0.481481492
151,0,8,3,10,50,1,12,1,1,4,1,4.0879726,0.444444452
152,0,6,3,10,50,1,12,1,1,4,1,4.0879726,0.14814816
153,0,11,0,7,16,1,3,1,1,4,1,4.0855317,0.740740757
154,0,8,0,0,15,1,7,1,1,4,0,4.1245742,0.111111111
155,0,9,3,20,30,1,10,1,1,4,1,4.0613303,0.629629652
156,0,11,3,20,30,1,10,1,1,4,1,4.0613303,1
157,0,6,3,20,30,1,10,1,1,4,1,4.0613303,0.407407416
158,1,8,7,10,2,0,4,1,1,4,1,4.0587316,1
159,0,7,2,20,8,1,7,1,1,4,1,4.0458279,0.407407416
160,0,9,2,20,8,1,7,1,1,4,1,4.0458279,0.962962973
161,0,6,2,20,8,1,7,1,1,4,0,4.0458279,0.185185192
162,1,11,2,20,8,1,7,1,1,4,1,4.0458279,0.703703703
163,1,6,2,5,30,1,11,1,1,4,0,4.070436,0.222222222
164,1,8,2,5,30,1,11,1,1,4,1,4.070436,0.666666676
165,0,10,2,0,45,1,4,1,1,4,1,4.1080837,0.777777812
166,0,10,0,0,50,1,4,1,1,4,1,4.1026545,0.740740757
167,0,8,0,5,30,1,12,1,1,4,1,4.0657663,0.333333343
168,1,7,0,5,30,1,12,1,1,4,0,4.0657663,0.37037038
169,1,8,2,0,35,1,6,1,1,4,1,4.1512947,0.296296303
170,0,7,0,6,30,1,5,1,1,4,0,4.2622509,0.259259271
171,1,6,7,10,38,1,9,1,1,4,1,4.0650859,0.333333343
172,0,7,7,10,38,1,9,1,1,4,1,4.0650859,0.703703703
173,0,7,3,30,50,0,11,1,1,4,0,4.1572957,0.111111111
174,0,11,3,30,50,0,11,1,1,4,1,4.1572957,0.740740757
175,1,9,3,30,50,0,11,1,1,4,1,4.1572957,0.518518524
176,1,8,3,13,15,1,9,1,1,4,1,3.9663227,0.37037038
177,0,6,3,10,40,1,8,1,1,4,1,3.9758646,0.37037038
178,1,10,3,10,40,1,8,1,1,4,1,3.9758646,0.407407416
179,0,7,0,4,40,1,8,0,1,4,0,4.1906209,NA
180,1,10,0,4,40,1,8,1,1,4,1,4.1906209,0.296296303
181,0,7,0,2,25,1,7,1,1,6,1,2.7085311,0.444444452
182,1,8,0,2,25,1,7,1,1,6,1,2.7085311,0.740740757
183,1,7,10,40,30,1,7,1,1,6,1,2.7299428,0.518518524
184,1,10,4,10,20,0,19,1,1,6,1,2.7622252,0.777777812
185,1,7,4,10,20,0,19,1,1,6,1,2.7622252,0.629629652
186,1,6,4,10,20,0,19,1,1,6,1,2.7622252,0.111111111
187,1,7,0,10,57,1,5,1,1,6,1,2.1003847,0.481481492
188,1,6,0,10,4,1,8,1,1,6,1,2.6806831,0.481481492
189,1,7,0,10,4,1,8,1,1,6,1,2.6806831,0.703703703
190,1,7,12,4,12,0,9,1,1,6,1,2.614305,0.37037038
191,0,10,12,4,12,0,9,0,1,6,1,2.614305,NA
192,1,11,12,4,12,0,9,1,1,6,1,2.614305,0.962962973
193,1,11,10,12,12,1,7,1,1,6,1,2.614305,0.962962973
194,1,10,10,12,12,1,7,1,1,6,1,2.614305,0.777777812
195,0,6,10,12,12,1,7,1,1,6,0,2.614305,0.074074054
196,1,11,3,5,20,1,5,1,1,6,1,2.700202,1
197,1,7,2,0,30,1,8,1,1,6,1,2.7048407,0.740740757
198,0,7,2,0,30,1,8,1,1,6,1,2.7048407,0.777777812
199,0,7,10,10,50,1,10,1,1,6,1,2.7369266,0.555555573
200,0,9,10,10,50,1,10,1,1,6,1,2.7369266,0.740740757
201,1,8,10,10,50,1,10,1,1,6,1,2.7369266,0.814814838
202,0,8,4,10,30,1,9,0,1,6,1,2.6728034,NA
203,0,6,4,10,30,1,9,1,1,6,1,2.6728034,0.666666676
204,0,10,4,10,30,1,9,1,1,6,1,2.6728034,0.555555573
205,1,11,1,6,30,1,5,1,1,6,0,2.6662502,0.740740757
206,1,11,1,6,30,1,5,1,1,6,1,2.6662502,0.666666676
207,1,8,0,7,12,1,6,1,1,6,1,2.6468723,0.740740757
208,0,11,2,0,57,1,12,1,1,6,0,2.1267757,0.703703703
209,1,9,2,0,57,1,12,1,1,6,1,2.1267757,0.740740757
210,1,7,2,0,57,1,12,1,1,6,1,2.1267757,0.37037038
211,0,8,0,20,30,1,9,0,1,6,1,2.8673525,NA
212,0,6,0,20,30,1,9,1,1,6,1,2.8673525,0.777777812
213,0,11,0,20,30,1,9,0,1,6,1,2.8673525,NA
214,1,8,3,8,40,1,9,1,1,6,1,2.7432957,0.777777812
215,0,6,3,8,40,1,9,1,1,6,1,2.7432957,0.629629652
216,0,10,4,20,25,1,6,1,1,6,1,2.852668,0.88888892
217,1,8,4,20,25,1,6,0,1,6,1,2.852668,NA
218,1,9,1,0,45,1,9,1,1,6,1,2.9038203,0.740740757
219,0,7,1,0,45,1,9,1,1,6,1,2.9038203,0.740740757
220,0,7,4,0,36,0,4,1,1,6,1,2.9064813,0.777777812
221,1,8,6,10,40,0,8,1,1,6,1,2.7125514,0.518518524
222,1,6,6,10,40,0,8,1,1,6,0,2.7125514,0.111111111
223,1,10,5,15,30,1,7,1,1,6,1,2.7138062,0.777777812
224,0,6,5,15,30,1,7,1,1,6,0,2.7138062,0.185185192
225,0,8,5,15,30,1,7,1,1,6,1,2.7138062,1
226,0,7,2,10,60,1,14,1,1,6,1,2.9038203,0.703703703
227,1,6,2,10,60,1,14,1,1,6,1,2.9038203,0.666666676
228,0,8,1,0,45,1,8,1,1,6,0,2.8867316,0.518518524
229,1,10,1,0,45,1,8,1,1,6,0,2.8867316,0.629629652
230,0,6,0,0,40,1,6,1,1,6,0,2.7848089,0.111111111
231,0,7,0,0,40,1,6,1,1,6,1,2.7848089,0.518518524
232,0,9,2,20,70,1,10,1,1,6,1,2.7755978,0.777777812
233,0,11,2,20,70,1,10,1,1,6,1,2.7755978,1
234,0,7,2,20,70,1,10,0,1,6,1,2.7755978,NA
235,1,8,4,5,2,1,11,1,1,6,1,2.7823136,0.777777812
236,0,9,2,0,40,1,9,0,1,6,1,2.8395565,NA
237,0,6,2,0,40,1,9,1,1,6,0,2.8395565,0
238,1,9,6,20,60,1,9,1,1,6,1,2.8962226,0.925925974
239,1,7,6,20,60,1,9,1,1,6,1,2.8962226,0.518518524
240,0,8,9,20,60,0,15,1,1,6,1,2.9049377,0.962962973
241,0,9,0,10,60,1,9,1,1,6,1,2.7278533,0.703703703
242,1,9,6,10,50,1,10,1,1,6,1,2.9312642,0.703703703
243,0,7,6,10,50,1,10,1,1,6,1,2.9312642,0.296296303
244,0,9,3,10,35,1,11,1,1,6,0,2.7547524,0.555555573
245,0,8,3,10,35,1,11,1,1,6,1,2.7547524,1
246,1,11,3,10,35,1,11,1,1,6,1,2.7547524,1
247,0,10,5,0,36,1,7,0,1,6,1,2.8951931,NA
248,0,7,0,25,40,1,6,1,1,6,1,2.7673604,0.518518524
249,1,10,0,25,40,1,6,1,1,6,1,2.7673604,1
250,0,10,5,12,45,1,9,0,1,6,1,2.7593987,NA
251,0,7,5,12,45,1,9,0,1,6,1,2.7593987,NA
252,1,7,6,15,31,1,8,1,1,6,1,2.8937812,0.592592603
253,0,8,6,15,31,1,8,1,1,6,1,2.8937812,1
254,0,7,4,0,45,1,6,1,1,6,1,2.8270178,0.962962973
255,0,9,4,0,45,1,6,0,1,6,1,2.8270178,NA
256,0,8,0,0,30,0,4,1,1,6,1,2.8653624,0.777777812
257,1,6,6,10,30,0,8,1,1,6,1,2.9201622,0.555555573
258,1,6,5,30,50,0,11,1,1,6,1,2.9153316,0.444444452
259,1,8,5,30,50,0,11,1,1,6,1,2.9153316,0.962962973
260,0,9,15,0,30,0,9,1,1,6,1,2.7684777,0.88888892
261,0,6,15,0,30,0,9,1,1,6,1,2.7684777,0.703703703
262,1,9,4,30,30,1,7,1,1,6,1,2.869293,0.666666676
263,1,7,4,30,30,1,7,1,1,6,0,2.869293,0.074074054
264,0,8,4,0,20,0,6,1,1,6,1,3.6533334,1
265,0,7,5,25,30,0,10,1,1,6,1,2.9247088,0.37037038
266,1,7,2,5,30,0,12,1,1,6,1,2.9493463,0.185185192
267,0,9,2,5,30,0,12,1,1,6,1,2.9493463,0.481481492
268,0,9,0,20,12,1,9,1,1,6,0,3.6342759,0.14814816
269,0,6,0,20,12,1,9,1,1,6,1,3.6342759,0.111111111
270,1,7,0,20,12,1,9,1,1,6,1,3.6342759,0.296296303
271,0,9,12,20,20,0,16,1,1,6,1,2.9978082,1
272,0,7,12,20,20,0,16,1,1,6,1,2.9978082,0.740740757
273,0,7,12,20,20,0,16,1,1,6,1,2.9978082,0.666666676
274,1,8,0,0,15,0,7,1,1,6,0,2.9873111,0.444444452
275,0,7,3,20,12,1,12,1,1,6,1,3.0493894,0.703703703
276,0,7,10,5,30,1,8,1,1,6,1,2.9125879,0.88888892
277,1,9,10,5,30,1,8,1,1,6,1,2.9125879,0.925925974
278,0,11,10,5,30,1,8,1,1,6,1,2.9125879,1
279,0,7,3,3,30,0,7,1,1,6,1,2.9522383,0.703703703
280,0,11,3,3,30,0,7,1,1,6,1,2.9522383,1
281,1,8,2,5,35,1,8,1,1,6,1,2.97823,0.740740757
282,0,6,2,5,35,1,8,0,1,6,1,2.97823,NA
283,0,11,3,5,30,1,7,1,1,6,1,3.5528502,0.555555573
284,1,8,3,5,30,1,7,1,1,6,1,3.5528502,0.259259271
285,1,7,2,5,30,1,13,1,1,6,1,3.6655591,0.555555573
286,1,7,2,5,30,1,13,1,1,6,1,3.6655591,0.518518524
287,0,7,8,9,18,0,15,1,1,6,1,2.8667014,0.481481492
288,1,7,2,10,40,1,8,1,1,6,1,2.9313402,0.777777812
289,0,9,2,10,40,1,8,1,1,6,1,2.9313402,0.518518524
290,1,6,0,10,15,1,6,1,1,6,1,3.5879107,0.222222222
291,1,11,0,0,13,1,4,1,1,6,0,3.5711706,0.296296303
292,0,8,5,5,21,1,10,1,1,6,1,3.6425183,1
293,0,8,4,3,12,1,7,1,1,6,1,2.8488622,0.666666676
294,1,6,4,3,12,1,7,1,1,6,1,2.8488622,0.111111111
295,0,6,4,0,30,1,6,1,1,6,1,2.9252887,0.407407416
296,0,9,1,3,35,1,10,0,1,6,1,2.8329253,NA
297,1,6,2,0,14,0,3,0,1,6,1,2.8488622,NA
298,0,10,2,0,14,0,3,1,1,6,1,2.8488622,0.962962973
299,0,10,0,4,30,1,10,1,1,6,1,2.9631691,1
300,0,7,0,4,30,1,10,1,1,6,1,2.9631691,0.851851865
301,0,6,2,0,50,1,6,1,1,6,1,3.0070407,0.333333343
