,girl,age,education_head,sheep,duration_village,farmer,number_ppl_hh,f07_test_observed,treatment,clustercode,formal_school,distance_nearest_school,testscores
898,1,8,4,0,50,1,5,1,0,14,0,3.0495424,0.111111111
899,0,9,1,6,50,0,10,1,0,14,1,2.9368036,0.962962973
900,1,9,1,6,50,0,10,1,0,14,0,2.9368036,0.37037038
901,0,7,1,0,15,1,4,1,0,14,0,2.8939738,0.111111111
902,1,11,1,0,15,1,4,1,0,14,0,2.8939738,0.777777812
903,0,9,0,0,45,1,6,1,0,14,0,2.8965685,0.111111111
904,0,7,0,0,45,0,6,1,0,14,0,2.8907273,0
905,1,10,0,0,45,0,6,1,0,14,0,2.8907273,0.222222222
906,0,10,0,2,30,0,6,1,0,14,1,2.8907273,0.777777812
907,0,7,0,2,30,0,6,1,0,14,0,2.8907273,0.259259271
908,0,11,10,2,10,0,7,1,0,14,0,2.9126804,0.592592603
909,1,7,10,2,10,0,7,1,0,14,0,2.9126804,0.333333343
910,1,7,4,0,13,1,18,1,0,14,0,2.8132911,0
911,0,10,4,0,13,1,18,1,0,14,0,2.8132911,0.814814838
912,1,7,0,4,40,1,8,1,0,14,0,2.9925561,0.14814816
913,0,8,0,4,40,1,8,1,0,14,0,2.9925561,0.333333343
914,1,9,0,4,40,1,8,1,0,14,0,2.9925561,0.333333343
915,0,9,3,5,10,0,10,1,0,14,1,3.0281618,0.925925974
916,1,7,3,5,10,0,10,1,0,14,0,3.0281618,0.111111111
917,0,10,3,5,10,0,10,1,0,14,1,3.0281618,0.962962973
918,0,10,0,0,20,0,5,1,0,14,0,2.7658532,0.296296303
919,0,8,0,0,30,0,5,1,0,14,0,2.7775483,0.296296303
920,1,6,0,0,30,0,5,1,0,14,0,2.7775483,0.14814816
921,0,8,1,5,10,1,6,1,0,14,1,1.1675878,0.777777812
922,1,7,0,5,20,0,7,1,0,14,0,2.8102388,0.222222222
923,0,10,0,5,20,0,7,0,0,14,0,2.8102388,NA
924,1,9,0,0,3,0,7,1,0,14,1,1.2953923,0.259259271
925,0,6,3,0,31,0,6,0,0,14,1,3.0163746,NA
926,0,7,3,0,31,0,6,1,0,14,0,3.0163746,0.703703703
927,1,7,0,0,7,1,6,1,0,14,0,2.6676431,0.111111111
928,0,7,0,0,1,1,6,0,0,14,0,2.2305918,NA
929,1,8,1,0,12,1,9,1,0,14,0,2.8921597,0.111111111
930,0,6,1,0,12,1,9,1,0,14,0,2.8921597,0.111111111
931,0,8,0,5,55,1,4,1,0,14,0,2.6017182,0.222222222
932,1,6,0,2,20,0,7,1,0,14,0,2.7742114,0.037037054
933,0,11,0,2,20,0,7,1,0,14,1,2.7742114,0.777777812
934,1,10,0,2,20,0,7,1,0,14,0,2.7742114,0.37037038
935,0,8,4,2,45,0,9,1,0,14,1,1.1675878,0.296296303
936,1,10,3,0,54,1,6,1,0,14,0,2.8580613,0.14814816
937,0,6,0,0,25,0,5,1,0,14,0,2.5859747,0.111111111
938,0,9,0,0,25,0,5,0,0,14,0,2.5859747,NA
939,1,10,0,0,10,1,6,1,0,14,0,2.30603,0.185185192
940,1,9,5,0,30,0,6,1,0,14,0,2.6074202,0.14814816
941,1,11,5,0,30,0,6,1,0,14,0,2.6074202,0.222222222
942,0,7,5,10,30,0,15,1,0,14,1,2.8430901,0.740740757
943,0,9,0,0,30,0,5,1,0,14,0,2.8309312,0.296296303
944,1,7,0,4,20,1,3,1,0,14,0,2.765135,0.222222222
945,0,10,0,3,20,1,10,1,0,14,1,2.7742114,0.777777812
946,0,6,0,3,20,1,10,1,0,14,0,2.7742114,0.37037038
947,1,8,0,3,20,1,10,1,0,14,0,2.7742114,0.222222222
948,0,10,12,20,1,0,6,1,0,13,1,3.4858551,1
949,0,7,12,20,1,0,6,1,0,13,0,3.4858551,0.629629652
950,0,7,5,4,35,1,4,1,0,13,0,3.4796076,0.222222222
951,0,9,5,4,35,1,4,1,0,13,1,3.4796076,0.666666676
952,0,10,10,0,20,0,6,1,0,13,0,3.5813143,0.222222222
953,0,6,10,0,20,0,6,1,0,13,0,3.5813143,0.185185192
954,0,9,0,0,20,0,7,1,0,13,0,3.3199205,0.333333343
955,0,11,0,0,20,0,7,1,0,13,0,3.3199205,0.703703703
956,1,8,0,0,20,0,7,1,0,13,0,3.3199205,0.222222222
957,0,7,0,0,30,1,7,1,0,13,0,3.5055315,0.222222222
958,1,11,0,0,30,1,7,1,0,13,0,3.5055315,0.222222222
959,1,9,5,3,16,1,9,1,0,13,0,3.4941068,0.222222222
960,0,10,6,10,40,1,7,1,0,13,1,3.4253571,0.851851865
961,1,6,6,10,40,1,7,1,0,13,0,3.4253571,0.111111111
962,1,8,6,10,40,1,7,1,0,13,0,3.4253571,0.296296303
963,0,11,6,10,40,1,7,1,0,13,1,3.4253571,0.259259271
964,1,11,0,0,50,1,10,1,0,13,0,3.4253571,0.777777812
965,0,8,5,0,30,1,6,0,0,13,0,3.4816747,NA
966,0,6,5,0,30,1,6,0,0,13,0,3.4816747,NA
967,0,9,6,0,16,0,8,1,0,13,0,3.4816747,0.333333343
968,0,11,6,0,16,0,8,1,0,13,1,3.4816747,0.777777812
969,0,7,6,0,16,0,8,1,0,13,0,3.4816747,0.185185192
970,0,7,15,0,28,0,6,1,0,13,1,3.4224355,0.703703703
971,1,6,5,0,12,0,9,1,0,13,0,3.5641482,0.185185192
972,0,11,5,0,12,0,9,1,0,13,0,3.5641482,0.407407416
973,1,8,5,0,12,0,9,1,0,13,0,3.5641482,0.259259271
974,0,10,2,0,20,0,8,0,0,13,1,3.5084858,NA
975,0,7,2,0,20,0,8,0,0,13,1,3.5084858,NA
976,1,7,0,5,14,0,3,1,0,13,0,3.413487,0.222222222
977,1,8,2,6,20,1,6,1,0,13,0,3.396184,0.111111111
978,0,7,0,1,12,1,5,1,0,13,0,3.4292808,0.259259271
979,0,7,12,10,20,0,9,1,0,13,1,3.4379847,0.481481492
980,0,10,12,10,20,0,9,1,0,13,1,3.4379847,0.777777812
981,0,10,6,5,35,0,7,1,0,13,1,3.4154291,0.851851865
982,1,6,6,5,35,0,7,1,0,13,0,3.4154291,0.14814816
983,0,10,0,2,20,1,5,1,0,13,0,3.1512313,0.518518524
984,0,10,0,0,30,1,5,1,0,13,0,3.5325439,0.111111111
985,0,7,0,0,30,1,5,1,0,13,0,3.5325439,0.111111111
986,0,10,0,0,15,0,6,1,0,13,1,3.4193676,0.666666676
987,1,7,0,0,20,1,7,1,0,13,0,3.1690118,0.111111111
988,0,10,0,0,20,1,7,1,0,13,0,3.1690118,0.111111111
989,1,7,3,2,16,0,6,1,0,13,0,3.5116668,0.111111111
990,0,10,3,2,16,0,6,1,0,13,0,3.5116668,0.333333343
991,0,6,1,4,16,1,6,1,0,15,0,2.0054741,0.111111111
992,1,9,1,4,16,1,6,1,0,15,0,2.0054741,0.333333343
993,1,7,1,4,16,1,6,1,0,15,0,2.0054741,0.333333343
994,1,8,5,0,33,0,7,1,0,15,0,1.9724331,0.296296303
995,0,6,5,0,33,0,7,1,0,15,0,1.9724331,0.296296303
996,0,9,5,0,33,0,7,1,0,15,0,1.9724331,0.814814838
997,0,9,0,10,50,1,5,1,0,15,0,1.810493,0.296296303
998,1,6,0,10,50,1,5,1,0,15,0,1.810493,0.185185192
999,0,7,0,0,56,1,8,1,0,15,0,1.972032,0.37037038
1000,0,8,0,0,56,1,8,1,0,15,0,1.972032,0.407407416
1001,0,6,0,0,56,1,8,1,0,15,0,1.972032,0.074074054
1002,0,11,0,0,56,1,8,1,0,15,0,1.972032,0.88888892
1003,0,11,1,30,14,1,8,1,0,15,1,1.9770286,0.925925974
1004,1,6,1,30,14,1,8,1,0,15,0,1.9770286,0.14814816
1005,0,9,1,30,14,1,8,1,0,15,0,1.9770286,0.740740757
1006,1,11,2,5,45,1,7,1,0,15,0,1.979594,0.333333343
1007,0,8,2,5,45,1,7,1,0,15,0,1.979594,0.333333343
1008,0,6,2,5,45,1,7,1,0,15,0,1.979594,0
1009,1,7,3,0,32,1,6,1,0,15,0,2.0094767,0.111111111
1010,1,9,3,0,32,1,6,1,0,15,0,2.0094767,0.333333343
1011,0,11,0,0,6,1,7,1,0,15,1,3.158932,0.444444452
1012,0,10,0,0,6,1,7,1,0,15,1,3.158932,0.88888892
1013,0,6,0,0,6,1,7,1,0,15,0,3.158932,0.222222222
1014,1,9,3,6,17,1,10,1,0,15,0,3.1808481,0.259259271
1015,1,8,3,6,17,1,10,1,0,15,0,3.1808481,0.222222222
1016,1,8,0,0,5,1,4,1,0,15,1,3.1708541,0.703703703
1017,0,6,7,0,8,1,12,1,0,15,1,2.8983521,0.851851865
1018,1,8,3,10,9,1,11,1,0,15,0,2.9593697,0.296296303
1019,0,9,3,10,9,1,11,1,0,15,0,2.9593697,0.629629652
1020,1,11,3,10,9,1,11,1,0,15,0,2.9593697,0.296296303
1021,1,7,5,0,6,1,9,1,0,15,1,3.138823,0.629629652
1022,0,8,5,0,6,1,9,1,0,15,1,3.138823,0.777777812
1023,0,7,4,8,30,1,6,0,0,15,0,2.9073303,NA
1024,1,11,10,4,2,1,8,1,0,15,0,2.9739578,0.333333343
1025,1,11,1,0,3,1,8,1,0,15,0,2.9739578,0.592592603
1026,0,7,5,0,2,1,12,1,0,15,0,2.9018118,0.333333343
1027,1,7,5,0,2,1,12,1,0,15,0,2.9018118,0.333333343
1028,0,8,12,0,6,0,5,1,0,15,0,3.1398835,0.259259271
1029,0,11,12,0,6,0,5,1,0,15,1,3.1398835,0.851851865
1030,1,8,5,0,4,0,7,1,0,15,1,3.1398835,0.592592603
1031,0,6,12,6,10,0,7,1,0,15,0,2.9296882,0.333333343
1032,0,9,12,6,10,0,7,1,0,15,1,2.9296882,1
1033,0,6,5,0,6,1,10,1,0,15,0,2.9296882,0.037037054
1034,0,11,5,0,6,1,10,1,0,15,0,2.9296882,0.777777812
1035,1,8,5,0,6,1,10,1,0,15,0,2.9296882,0.222222222
1036,1,7,5,0,6,1,10,1,0,15,0,2.9296882,0.222222222
1037,1,6,7,0,30,0,7,1,0,15,0,3.5333216,0.111111111
1038,0,11,2,0,10,1,6,1,0,15,1,3.0491533,1
1039,0,9,0,0,10,1,3,0,0,15,0,3.0491533,NA
1040,0,10,8,0,10,0,5,1,0,15,1,3.0491533,0.851851865
1041,1,7,8,0,10,0,5,1,0,15,0,3.0491533,0.111111111
1042,0,10,3,0,10,0,5,1,0,15,1,3.0491533,0.777777812
1043,0,6,3,0,10,0,5,1,0,15,0,3.0491533,0.037037054
1044,0,10,3,2,10,1,6,1,0,15,1,3.0400152,0.666666676
1045,0,11,0,0,2,1,7,1,0,15,1,3.5322297,0.592592603
1046,1,9,0,0,2,1,7,1,0,15,0,3.5322297,0.185185192
1047,0,7,0,0,2,1,4,1,0,15,0,3.5322297,0.14814816
1048,1,9,4,0,30,0,9,1,0,15,0,3.5297296,0.259259271
1049,0,7,4,0,30,0,9,1,0,15,1,3.5297296,0.777777812
1050,0,6,4,0,30,0,9,1,0,15,1,3.5297296,0.666666676
1051,0,7,1,0,15,1,4,1,0,15,0,3.5226727,0.259259271
1052,0,6,2,0,25,1,5,1,0,15,1,3.5038843,0.629629652
1053,0,7,2,0,15,0,9,1,0,15,1,3.5318766,0.777777812
1054,0,11,2,0,15,0,9,1,0,15,1,3.5318766,1
1055,1,9,2,0,15,0,9,1,0,15,0,3.5318766,0.666666676
1056,0,10,6,0,25,0,9,1,0,15,1,3.5038843,0.925925974
1057,1,7,1,0,30,0,7,1,0,15,0,3.5152812,0.333333343
1058,1,10,1,0,30,0,7,1,0,15,0,3.5152812,0.518518524
1059,0,10,2,0,8,1,8,1,0,14,0,6.7715282,0.222222222
1060,0,9,2,0,8,1,8,1,0,14,0,6.7715282,0.111111111
1061,0,7,3,10,1,1,6,1,0,14,0,6.7720551,0.296296303
1062,0,10,2,0,30,1,8,1,0,14,0,6.5435967,0.296296303
1063,0,9,6,5,2,0,4,1,0,14,0,6.7115979,0.37037038
1064,1,7,3,4,5,1,8,1,0,14,0,6.8284936,0.037037054
1065,1,10,3,4,5,1,8,1,0,14,0,6.8284936,0.481481492
1066,0,10,2,0,50,1,10,0,0,14,0,6.5323586,NA
1067,0,6,2,0,50,1,10,1,0,14,0,6.5323586,0.111111111
1068,1,7,0,8,25,1,6,1,0,14,0,6.6306992,0.111111111
1069,1,6,2,0,1,1,6,1,0,14,0,6.7720551,0.037037054
1070,0,7,1,0,4,1,7,1,0,14,0,4.998795,0.185185192
1071,0,6,1,0,4,1,7,1,0,14,0,4.998795,0.037037054
1072,0,8,1,0,4,1,7,1,0,14,0,4.998795,0.222222222
1073,1,8,0,10,40,1,5,1,0,14,0,5.0646973,0.296296303
1074,0,7,0,10,40,1,5,1,0,14,0,5.0646973,0.259259271
1075,1,9,7,0,50,1,8,0,0,14,0,5.0700402,NA
1076,1,11,7,0,50,1,8,1,0,14,0,5.0700402,0.111111111
1077,1,7,7,0,50,1,8,1,0,14,0,5.0700402,0.111111111
1078,0,8,3,0,30,0,3,1,0,14,0,4.6382389,0.259259271
1079,0,7,0,5,20,1,6,1,0,14,0,5.0801144,0.259259271
1080,1,9,0,5,20,1,6,1,0,14,0,5.0801144,0.185185192
1081,0,8,3,0,3,1,4,1,0,14,0,5.0801144,0.185185192
1082,1,10,0,10,10,1,11,1,0,14,0,6.0577455,0.222222222
1083,1,8,0,0,20,1,6,1,0,14,0,5.8581104,0.555555573
1084,0,7,0,6,40,1,10,1,0,14,0,6.1102643,0.222222222
1085,0,6,2,0,25,0,5,1,0,14,0,6.0943336,0.111111111
1086,1,8,2,0,25,0,5,1,0,14,0,6.0943336,0.074074054
1087,1,7,4,1,60,1,9,1,0,14,0,6.1017704,0.111111111
1088,1,10,0,10,60,1,8,1,0,14,0,6.162045,0.185185192
1089,1,8,0,15,60,1,10,1,0,14,0,6.0760021,0
1090,1,11,0,5,30,1,5,1,0,14,0,6.0968871,0.222222222
1091,1,11,8,0,25,1,9,1,0,14,0,6.0926704,0.185185192
1092,0,10,0,0,25,1,4,1,0,14,0,5.8971658,0.407407416
1093,1,11,2,5,15,1,6,1,0,14,0,5.9667749,0.333333343
1094,1,8,2,5,15,1,6,1,0,14,0,5.9667749,0.074074054
1095,0,9,5,5,30,1,7,1,0,13,1,2.3616667,0.555555573
1096,1,8,1,3,35,0,6,1,0,13,0,2.3549585,0.111111111
1097,0,10,1,3,35,0,6,1,0,13,1,2.3549585,0.740740757
1098,1,8,2,2,10,1,3,1,0,13,0,2.1266055,0.222222222
1099,1,7,5,2,12,1,6,1,0,13,0,2.3252089,0.111111111
1100,0,6,5,2,12,1,6,1,0,13,0,2.3252089,0.037037054
1101,0,10,0,0,13,1,5,1,0,13,0,2.3334389,0.555555573
1102,1,11,0,3,15,1,5,1,0,13,0,2.3456175,0.14814816
1103,0,8,7,2,42,1,10,1,0,13,1,2.1266055,0.592592603
1104,1,6,0,5,14,1,10,1,0,13,0,2.424299,0.111111111
1105,0,9,0,5,14,1,10,1,0,13,1,2.424299,0.481481492
1106,1,8,0,5,14,1,10,1,0,13,0,2.424299,0.333333343
1107,0,8,3,3,15,1,6,1,0,13,0,2.3119583,0.333333343
1108,1,6,3,3,15,1,6,1,0,13,0,2.3119583,0.074074054
1109,0,6,3,5,40,1,8,1,0,13,0,2.3470559,0.185185192
1110,0,9,3,5,40,1,8,1,0,13,1,2.3470559,0.518518524
1111,1,11,0,2,13,0,2,1,0,13,0,2.3387134,0.185185192
1112,0,7,0,0,11,1,9,1,0,13,0,2.3387134,0.037037054
1113,1,7,0,0,11,1,9,1,0,13,0,2.3387134,0.222222222
1114,1,7,3,15,15,1,7,1,0,13,0,2.0062184,0.185185192
1115,0,6,3,15,15,1,7,1,0,13,0,2.0062184,0.037037054
1116,1,8,3,15,15,1,7,1,0,13,0,2.0062184,0.333333343
1117,1,9,0,10,15,1,5,1,0,13,0,2.3456175,0.259259271
1118,0,6,4,3,8,0,4,1,0,13,0,2.3535776,0.111111111
1119,1,8,10,10,5,1,10,1,0,13,0,3.8053086,0.111111111
1120,0,11,10,10,5,1,10,1,0,13,0,3.8053086,0.629629652
1121,1,9,5,4,40,1,12,1,0,13,0,3.8048556,0.14814816
1122,0,10,5,4,40,1,12,1,0,13,1,3.8048556,0.740740757
1123,0,7,5,4,40,1,12,1,0,13,0,3.8048556,0.14814816
1124,0,11,5,10,20,0,8,1,0,13,1,3.8466334,0.740740757
1125,0,8,5,10,20,0,8,0,0,13,0,3.8466334,NA
1126,0,7,3,5,40,1,7,1,0,13,0,3.9614437,0.222222222
1127,1,9,3,5,40,1,7,1,0,13,0,3.9614437,0.296296303
1128,1,10,3,7,30,1,10,1,0,13,0,3.9479992,0.333333343
1129,1,6,3,7,30,1,10,1,0,13,0,3.9479992,0.333333343
1130,1,9,3,7,30,1,10,1,0,13,0,3.9479992,0.259259271
1131,0,7,1,4,65,1,5,1,0,13,0,3.7412381,0.37037038
1132,1,11,2,8,25,1,7,1,0,13,0,3.8104589,0.222222222
1133,0,10,2,8,25,1,7,1,0,13,1,3.8104589,0.740740757
1134,1,9,3,20,50,1,12,1,0,13,0,3.7830937,0.111111111
1135,1,6,3,20,50,1,12,1,0,13,0,3.7830937,0.111111111
1136,1,10,3,20,50,1,12,1,0,13,0,3.7830937,0.333333343
1137,0,10,12,10,13,1,7,1,0,13,0,3.9700098,0.851851865
1138,0,9,2,10,12,1,7,0,0,13,1,3.9700098,NA
1139,0,7,2,10,12,1,7,1,0,13,0,3.9700098,0.111111111
1140,0,6,3,10,50,1,4,1,0,13,0,3.7719133,0.14814816
1141,0,9,3,5,57,1,9,1,0,13,1,4.0269923,0.740740757
1142,1,6,3,5,57,1,9,1,0,13,0,4.0269923,0.074074054
1143,1,11,3,5,57,1,9,1,0,13,0,4.0269923,0.333333343
1144,1,7,3,5,57,1,9,1,0,13,0,4.0269923,0.333333343
1145,0,7,4,0,28,1,8,1,0,13,0,3.7750189,0.703703703
1146,1,10,4,0,28,1,8,1,0,13,0,3.7750189,0.703703703
1147,0,8,5,20,30,1,9,1,0,13,0,3.832619,0.259259271
1148,0,11,5,0,20,1,8,1,0,13,1,3.9671724,0.629629652
1149,0,8,5,0,20,1,8,0,0,13,1,3.9671724,NA
1150,1,7,6,5,25,0,6,1,0,13,0,3.9889863,0.111111111
1151,1,10,12,15,30,1,8,1,0,13,0,4.0721054,0.222222222
1152,0,7,2,4,3,1,6,0,0,13,0,3.7932801,NA
1153,1,10,2,4,3,1,6,1,0,13,0,3.7932801,0.222222222
1154,1,7,2,0,15,1,3,1,0,13,0,3.9479992,0.111111111
1155,0,9,12,15,15,0,9,1,0,13,0,3.8977845,0.777777812
1156,1,7,0,3,0.5,0,6,1,0,13,0,3.7690935,0
1157,0,9,3,5,45,1,9,1,0,13,0,3.9659147,0.222222222
1158,0,11,10,10,30,0,8,1,0,13,1,3.9532154,0.740740757
1159,1,8,10,10,30,0,8,1,0,13,0,3.9532154,0.259259271
1160,1,8,2,5,20,1,7,1,0,13,0,3.8540814,0.111111111
1161,1,11,2,5,20,1,7,1,0,13,0,3.8540814,0.296296303
1162,1,10,4,4,20,1,6,1,0,13,0,3.8513751,0.222222222
1163,1,8,4,4,20,1,6,1,0,13,0,3.8513751,0.333333343
1164,0,10,6,5,40,1,10,1,0,13,0,3.835654,0.703703703
1165,1,8,6,5,40,1,10,1,0,13,0,3.835654,0.037037054
1166,1,7,2,5,20,1,5,1,0,13,0,3.8466334,0.111111111
1167,0,6,3,6,30,1,9,1,0,13,0,3.928359,0.074074054
1168,1,7,3,6,30,1,9,1,0,13,0,3.928359,0.296296303
1169,0,9,3,6,30,1,9,1,0,13,1,3.928359,0.814814838
1170,0,10,0,15,40,1,7,1,0,13,1,3.9504116,0.703703703
1171,0,10,3,10,40,1,9,1,0,13,1,3.7634342,0.703703703
1172,1,8,3,10,40,1,9,1,0,13,0,3.7634342,0.111111111
1173,1,11,0,10,1,1,8,1,0,13,0,4.0921521,0.333333343
1174,0,10,10,10,30,1,7,1,0,13,1,2.474725,1
1175,1,9,7,4,40,1,3,1,0,13,0,2.5295212,0.037037054
1176,1,10,10,15,40,0,8,1,0,13,0,2.4986148,0.333333343
1177,0,7,2,10,30,1,10,1,0,13,1,2.195709,0.777777812
1178,1,6,2,10,30,1,10,1,0,13,0,2.195709,0.333333343
1179,0,10,10,10,60,1,10,1,0,13,0,2.3123014,0.740740757
1180,1,7,10,10,60,1,10,0,0,13,0,2.3123014,NA
1181,0,6,1,0,40,1,5,1,0,13,0,3.0055089,0.185185192
1182,1,7,2,0,2,1,10,1,0,13,0,2.8172593,0.037037054
1183,1,8,0,4,40,1,6,1,0,13,0,2.2541411,0.111111111
1184,1,7,0,5,40,0,9,1,0,13,1,2.195709,0.111111111
1185,1,10,0,5,40,0,9,1,0,13,1,2.195709,0.111111111
1186,1,8,3,4,40,1,4,1,0,13,0,2.2951167,0.222222222
1187,0,10,2,5,35,1,6,1,0,13,0,2.3140378,0.740740757
1188,0,6,2,5,35,1,6,1,0,13,0,2.3140378,0
1189,0,7,2,2,30,1,5,1,0,13,0,2.2745562,0.111111111
